,index,M_Call_Name,M_Call_Arg,Receiver_var,File_Name_x,MethodName,M_Call_Arg_len,Swap_arg_listing,MethodClass,M_D_Name,M_D_Arg,File_Name_y,Class_name,M_D_Arg_len,File_Name_without_extension
219,219,pyproperty,"GetName ; <class 'str'>, SetName ; <class 'str'>",name,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetName ; <class 'str'>, SetName ; <class 'str'>",,,,,,,
220,220,pyproperty,"GetFrom ; <class 'str'>, SetFrom ; <class 'str'>",from_address,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetFrom ; <class 'str'>, SetFrom ; <class 'str'>",,,,,,,
221,221,pyproperty,"GetTo ; <class 'str'>, SetTo ; <class 'str'>",to_address,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetTo ; <class 'str'>, SetTo ; <class 'str'>",,,,,,,
222,222,pyproperty,"GetSubject ; <class 'str'>, SetSubject ; <class 'str'>",subject,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetSubject ; <class 'str'>, SetSubject ; <class 'str'>",,,,,,,
223,223,pyproperty,"GetHasTheWord ; <class 'str'>, SetHasTheWord ; <class 'str'>",has_the_word,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetHasTheWord ; <class 'str'>, SetHasTheWord ; <class 'str'>",,,,,,,
224,224,pyproperty,"GetDoesNotHaveTheWord ; <class 'str'>, SetDoesNotHaveTheWord ; <class 'str'>",does_not_have_the_word,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetDoesNotHaveTheWord ; <class 'str'>, SetDoesNotHaveTheWord ; <class 'str'>",,,,,,,
225,225,pyproperty,"GetHasAttachments ; <class 'str'>, SetHasAttachments ; <class 'str'>",has_attachments,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetHasAttachments ; <class 'str'>, SetHasAttachments ; <class 'str'>",,,,,,,
226,226,pyproperty,"GetLabel ; <class 'str'>, SetLabel ; <class 'str'>",label,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetLabel ; <class 'str'>, SetLabel ; <class 'str'>",,,,,,,
227,227,pyproperty,"GetMarkAsRead ; <class 'str'>, SetMarkAsRead ; <class 'str'>",mark_as_read,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetMarkAsRead ; <class 'str'>, SetMarkAsRead ; <class 'str'>",,,,,,,
228,228,pyproperty,"GetArchive ; <class 'str'>, SetArchive ; <class 'str'>",archive,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetArchive ; <class 'str'>, SetArchive ; <class 'str'>",,,,,,,
229,229,pyproperty,"GetName ; <class 'str'>, SetName ; <class 'str'>",name,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetName ; <class 'str'>, SetName ; <class 'str'>",,,,,,,
230,230,pyproperty,"GetAddress ; <class 'str'>, SetAddress ; <class 'str'>",address,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetAddress ; <class 'str'>, SetAddress ; <class 'str'>",,,,,,,
231,231,pyproperty,"GetReplyTo ; <class 'str'>, SetReplyTo ; <class 'str'>",reply_to,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetReplyTo ; <class 'str'>, SetReplyTo ; <class 'str'>",,,,,,,
232,232,pyproperty,"GetMakeDefault ; <class 'str'>, SetMakeDefault ; <class 'str'>",make_default,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetMakeDefault ; <class 'str'>, SetMakeDefault ; <class 'str'>",,,,,,,
233,233,pyproperty,"GetEnable ; <class 'str'>, SetEnable ; <class 'str'>",enable,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetEnable ; <class 'str'>, SetEnable ; <class 'str'>",,,,,,,
234,234,pyproperty,"GetEnable ; <class 'str'>, SetEnable ; <class 'str'>",enable,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetEnable ; <class 'str'>, SetEnable ; <class 'str'>",,,,,,,
235,235,pyproperty,"GetForwardTo ; <class 'str'>, SetForwardTo ; <class 'str'>",forward_to,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetForwardTo ; <class 'str'>, SetForwardTo ; <class 'str'>",,,,,,,
236,236,pyproperty,"GetAction ; <class 'str'>, SetAction ; <class 'str'>",action,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetAction ; <class 'str'>, SetAction ; <class 'str'>",,,,,,,
237,237,pyproperty,"GetEnable ; <class 'str'>, SetEnable ; <class 'str'>",enable,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetEnable ; <class 'str'>, SetEnable ; <class 'str'>",,,,,,,
238,238,pyproperty,"GetEnableFor ; <class 'str'>, SetEnableFor ; <class 'str'>",enable_for,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetEnableFor ; <class 'str'>, SetEnableFor ; <class 'str'>",,,,,,,
239,239,pyproperty,"GetPopAction ; <class 'str'>, SetPopAction ; <class 'str'>",action,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetPopAction ; <class 'str'>, SetPopAction ; <class 'str'>",,,,,,,
240,240,pyproperty,"GetEnable ; <class 'str'>, SetEnable ; <class 'str'>",enable,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetEnable ; <class 'str'>, SetEnable ; <class 'str'>",,,,,,,
241,241,pyproperty,"GetEnable ; <class 'str'>, SetEnable ; <class 'str'>",enable,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetEnable ; <class 'str'>, SetEnable ; <class 'str'>",,,,,,,
242,242,pyproperty,"GetSubject ; <class 'str'>, SetSubject ; <class 'str'>",subject,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetSubject ; <class 'str'>, SetSubject ; <class 'str'>",,,,,,,
243,243,pyproperty,"GetMessage ; <class 'str'>, SetMessage ; <class 'str'>",message,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetMessage ; <class 'str'>, SetMessage ; <class 'str'>",,,,,,,
244,244,pyproperty,"GetStartDate ; <class 'str'>, SetStartDate ; <class 'str'>",start_date,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetStartDate ; <class 'str'>, SetStartDate ; <class 'str'>",,,,,,,
245,245,pyproperty,"GetEndDate ; <class 'str'>, SetEndDate ; <class 'str'>",end_date,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetEndDate ; <class 'str'>, SetEndDate ; <class 'str'>",,,,,,,
246,246,pyproperty,"GetContactsOnly ; <class 'str'>, SetContactsOnly ; <class 'str'>",contacts_only,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetContactsOnly ; <class 'str'>, SetContactsOnly ; <class 'str'>",,,,,,,
247,247,pyproperty,"GetDomainOnly ; <class 'str'>, SetDomainOnly ; <class 'str'>",domain_only,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetDomainOnly ; <class 'str'>, SetDomainOnly ; <class 'str'>",,,,,,,
248,248,pyproperty,"GetValue ; <class 'str'>, SetValue ; <class 'str'>",signature_value,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetValue ; <class 'str'>, SetValue ; <class 'str'>",,,,,,,
249,249,pyproperty,"GetLanguage ; <class 'str'>, SetLanguage ; <class 'str'>",language_tag,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetLanguage ; <class 'str'>, SetLanguage ; <class 'str'>",,,,,,,
250,250,pyproperty,"GetPageSize ; <class 'str'>, SetPageSize ; <class 'str'>",page_size,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetPageSize ; <class 'str'>, SetPageSize ; <class 'str'>",,,,,,,
251,251,pyproperty,"GetShortcuts ; <class 'str'>, SetShortcuts ; <class 'str'>",shortcuts,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetShortcuts ; <class 'str'>, SetShortcuts ; <class 'str'>",,,,,,,
252,252,pyproperty,"GetArrows ; <class 'str'>, SetArrows ; <class 'str'>",arrows,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetArrows ; <class 'str'>, SetArrows ; <class 'str'>",,,,,,,
253,253,pyproperty,"GetSnippets ; <class 'str'>, SetSnippets ; <class 'str'>",snippets,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetSnippets ; <class 'str'>, SetSnippets ; <class 'str'>",,,,,,,
254,254,pyproperty,"GetUnicode ; <class 'str'>, SetUnicode ; <class 'str'>",use_unicode,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetUnicode ; <class 'str'>, SetUnicode ; <class 'str'>",,,,,,,
255,255,pyproperty,"GetAddress ; <class 'str'>, SetAddress ; <class 'str'>",address,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\apps\emailsettings\data.py,pyproperty,2,"GetAddress ; <class 'str'>, SetAddress ; <class 'str'>",,,,,,,
257,257,pyproperty,"GetResourceId ; <class 'str'>, SetResourceId ; <class 'str'>",resource_id,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\calendar_resource\data.py,pyproperty,2,"GetResourceId ; <class 'str'>, SetResourceId ; <class 'str'>",,,,,,,
258,258,pyproperty,"GetResourceCommonName ; <class 'str'>, SetResourceCommonName ; <class 'str'>",resource_common_name,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\calendar_resource\data.py,pyproperty,2,"GetResourceCommonName ; <class 'str'>, SetResourceCommonName ; <class 'str'>",,,,,,,
259,259,pyproperty,"GetResourceDescription ; <class 'str'>, SetResourceDescription ; <class 'str'>",resource_description,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\calendar_resource\data.py,pyproperty,2,"GetResourceDescription ; <class 'str'>, SetResourceDescription ; <class 'str'>",,,,,,,
260,260,pyproperty,"GetResourceType ; <class 'str'>, SetResourceType ; <class 'str'>",resource_type,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\calendar_resource\data.py,pyproperty,2,"GetResourceType ; <class 'str'>, SetResourceType ; <class 'str'>",,,,,,,
266,266,property,"portfolio_title ; <class 'str'>, set_portfolio_title ; <class 'str'>",portfolio_title,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\finance\__init__.py,property,2,"portfolio_title ; <class 'str'>, set_portfolio_title ; <class 'str'>",,,,,,,
270,270,property,"__get_signature_method ; <class 'str'>, __set_signature_method ; <class 'str'>",_signature_method,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\auth.py,property,2,"__get_signature_method ; <class 'str'>, __set_signature_method ; <class 'str'>",,,,,,,
281,281,property,"__GetId ; <class 'str'>, __SetId ; <class 'str'>",id,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\__init__.py,property,2,"__GetId ; <class 'str'>, __SetId ; <class 'str'>",,,,,,,
282,282,property,"__GetId ; <class 'str'>, __SetId ; <class 'str'>",id,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\__init__.py,property,2,"__GetId ; <class 'str'>, __SetId ; <class 'str'>",,,,,,,
283,283,property,"__GetGenerator ; <class 'str'>, __SetGenerator ; <class 'str'>",generator,D:\Testing\acil-bwh\SlicerCIP\Scripted\attic\PicasaSnap\gdata\__init__.py,property,2,"__GetGenerator ; <class 'str'>, __SetGenerator ; <class 'str'>",,,,,,,
287,287,Post,"First post ; <class 'str'>, ",,D:\Testing\acoomans\flask-autodoc\examples\custom\blog.py,Post,2,First post ; <class 'str'>,,,,,,,
288,288,Post,"First post ; <class 'str'>, This is the first awesome post ; <class 'str'>, ",,D:\Testing\acoomans\flask-autodoc\examples\custom\blog.py,Post,3, This is the first awesome post ; <class 'str'> First post ; <class 'str'>,,,,,,,
289,289,Post,"First post ; <class 'str'>, This is the first awesome post ; <class 'str'>, u ; <class 'str'>",,D:\Testing\acoomans\flask-autodoc\examples\custom\blog.py,Post,3, u ; <class 'str'>  This is the first awesome post ; <class 'str'> First post ; <class 'str'>,,,,,,,
290,290,Post,"Second post ; <class 'str'>, ",,D:\Testing\acoomans\flask-autodoc\examples\custom\blog.py,Post,2,Second post ; <class 'str'>,,,,,,,
291,291,Post,"Second post ; <class 'str'>, This is another even more awesome post ; <class 'str'>, ",,D:\Testing\acoomans\flask-autodoc\examples\custom\blog.py,Post,3, This is another even more awesome post ; <class 'str'> Second post ; <class 'str'>,,,,,,,
292,292,Post,"Second post ; <class 'str'>, This is another even more awesome post ; <class 'str'>, u ; <class 'str'>",,D:\Testing\acoomans\flask-autodoc\examples\custom\blog.py,Post,3, u ; <class 'str'>  This is another even more awesome post ; <class 'str'> Second post ; <class 'str'>,,,,,,,
293,293,Blueprint,"admin ; <class 'str'>, __name__ ; <class 'str'>",admin,D:\Testing\acoomans\flask-autodoc\examples\factory\blog\admin.py,Blueprint,2, __name__ ; <class 'str'> admin ; <class 'str'>,,,,,,,
294,294,Blueprint,"frontend ; <class 'str'>, __name__ ; <class 'str'>",frontend,D:\Testing\acoomans\flask-autodoc\examples\factory\blog\frontend.py,Blueprint,2, __name__ ; <class 'str'> frontend ; <class 'str'>,,,,,,,
296,296,Post,"First post ; <class 'str'>, ",,D:\Testing\acoomans\flask-autodoc\examples\factory\blog\frontend.py,Post,2,First post ; <class 'str'>,,,,,,,
297,297,Post,"First post ; <class 'str'>, This is the first awesome post ; <class 'str'>, ",,D:\Testing\acoomans\flask-autodoc\examples\factory\blog\frontend.py,Post,3, This is the first awesome post ; <class 'str'> First post ; <class 'str'>,,,,,,,
298,298,Post,"First post ; <class 'str'>, This is the first awesome post ; <class 'str'>, u ; <class 'str'>",,D:\Testing\acoomans\flask-autodoc\examples\factory\blog\frontend.py,Post,3, u ; <class 'str'>  This is the first awesome post ; <class 'str'> First post ; <class 'str'>,,,,,,,
299,299,Post,"Second post ; <class 'str'>, ",,D:\Testing\acoomans\flask-autodoc\examples\factory\blog\frontend.py,Post,2,Second post ; <class 'str'>,,,,,,,
300,300,Post,"Second post ; <class 'str'>, This is another even more awesome post ; <class 'str'>, ",,D:\Testing\acoomans\flask-autodoc\examples\factory\blog\frontend.py,Post,3, This is another even more awesome post ; <class 'str'> Second post ; <class 'str'>,,,,,,,
301,301,Post,"Second post ; <class 'str'>, This is another even more awesome post ; <class 'str'>, u ; <class 'str'>",,D:\Testing\acoomans\flask-autodoc\examples\factory\blog\frontend.py,Post,3, u ; <class 'str'>  This is another even more awesome post ; <class 'str'> Second post ; <class 'str'>,,,,,,,
305,305,Post,"First post ; <class 'str'>, ",,D:\Testing\acoomans\flask-autodoc\examples\simple\blog.py,Post,2,First post ; <class 'str'>,,,,,,,
306,306,Post,"First post ; <class 'str'>, This is the first awesome post ; <class 'str'>, ",,D:\Testing\acoomans\flask-autodoc\examples\simple\blog.py,Post,3, This is the first awesome post ; <class 'str'> First post ; <class 'str'>,,,,,,,
307,307,Post,"First post ; <class 'str'>, This is the first awesome post ; <class 'str'>, u ; <class 'str'>",,D:\Testing\acoomans\flask-autodoc\examples\simple\blog.py,Post,3, u ; <class 'str'>  This is the first awesome post ; <class 'str'> First post ; <class 'str'>,,,,,,,
308,308,Post,"Second post ; <class 'str'>, ",,D:\Testing\acoomans\flask-autodoc\examples\simple\blog.py,Post,2,Second post ; <class 'str'>,,,,,,,
309,309,Post,"Second post ; <class 'str'>, This is another even more awesome post ; <class 'str'>, ",,D:\Testing\acoomans\flask-autodoc\examples\simple\blog.py,Post,3, This is another even more awesome post ; <class 'str'> Second post ; <class 'str'>,,,,,,,
310,310,Post,"Second post ; <class 'str'>, This is another even more awesome post ; <class 'str'>, u ; <class 'str'>",,D:\Testing\acoomans\flask-autodoc\examples\simple\blog.py,Post,3, u ; <class 'str'>  This is another even more awesome post ; <class 'str'> Second post ; <class 'str'>,,,,,,,
311,311,"i3,on","window::new ; <class 'str'>, on_window_open ; <class 'str'>",,D:\Testing\acrisci\i3ipc-python\examples\open-floating-on-ws.py,on,2, on_window_open ; <class 'str'> window::new ; <class 'str'>,i3,,,,,,
345,345,Application,"demo-app ; <class 'str'>, CompanyNameHere ; <class 'str'>, 1.2 ; <class 'str'>",application,D:\Testing\ActiveState\applib\demo-app.py,Application,3, 1.2 ; <class 'str'>  CompanyNameHere ; <class 'str'> demo-app ; <class 'str'>,,,,,,,
346,346,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\ActiveState\applib\setup.py,insert,2,0 ; <class 'int'>,sys,,,,,,
397,397,"lcd,create_char","1 ; <class 'int'>, List_value ; List",,D:\Testing\adafruit\Adafruit_Python_CharLCD\examples\char_lcd_plate.py,create_char,2, List_value ; List 1 ; <class 'int'>,lcd,create_char,"'self', 'location', 'pattern'",D:\Testing\adafruit\Adafruit_Python_CharLCD\Adafruit_CharLCD\Adafruit_CharLCD.py,Adafruit_CharLCD,3.0,Adafruit_CharLCD
398,398,"lcd,create_char","2 ; <class 'int'>, List_value ; List",,D:\Testing\adafruit\Adafruit_Python_CharLCD\examples\char_lcd_plate.py,create_char,2, List_value ; List 2 ; <class 'int'>,lcd,create_char,"'self', 'location', 'pattern'",D:\Testing\adafruit\Adafruit_Python_CharLCD\Adafruit_CharLCD\Adafruit_CharLCD.py,Adafruit_CharLCD,3.0,Adafruit_CharLCD
399,399,"lcd,create_char","3 ; <class 'int'>, List_value ; List",,D:\Testing\adafruit\Adafruit_Python_CharLCD\examples\char_lcd_plate.py,create_char,2, List_value ; List 3 ; <class 'int'>,lcd,create_char,"'self', 'location', 'pattern'",D:\Testing\adafruit\Adafruit_Python_CharLCD\Adafruit_CharLCD\Adafruit_CharLCD.py,Adafruit_CharLCD,3.0,Adafruit_CharLCD
400,400,"lcd,create_char","4 ; <class 'int'>, List_value ; List",,D:\Testing\adafruit\Adafruit_Python_CharLCD\examples\char_lcd_plate.py,create_char,2, List_value ; List 4 ; <class 'int'>,lcd,create_char,"'self', 'location', 'pattern'",D:\Testing\adafruit\Adafruit_Python_CharLCD\Adafruit_CharLCD\Adafruit_CharLCD.py,Adafruit_CharLCD,3.0,Adafruit_CharLCD
401,401,"lcd,create_char","5 ; <class 'int'>, List_value ; List",,D:\Testing\adafruit\Adafruit_Python_CharLCD\examples\char_lcd_plate.py,create_char,2, List_value ; List 5 ; <class 'int'>,lcd,create_char,"'self', 'location', 'pattern'",D:\Testing\adafruit\Adafruit_Python_CharLCD\Adafruit_CharLCD\Adafruit_CharLCD.py,Adafruit_CharLCD,3.0,Adafruit_CharLCD
402,402,"lcd,create_char","6 ; <class 'int'>, List_value ; List",,D:\Testing\adafruit\Adafruit_Python_CharLCD\examples\char_lcd_plate.py,create_char,2, List_value ; List 6 ; <class 'int'>,lcd,create_char,"'self', 'location', 'pattern'",D:\Testing\adafruit\Adafruit_Python_CharLCD\Adafruit_CharLCD\Adafruit_CharLCD.py,Adafruit_CharLCD,3.0,Adafruit_CharLCD
403,403,"lcd,create_char","7 ; <class 'int'>, List_value ; List",,D:\Testing\adafruit\Adafruit_Python_CharLCD\examples\char_lcd_plate.py,create_char,2, List_value ; List 7 ; <class 'int'>,lcd,create_char,"'self', 'location', 'pattern'",D:\Testing\adafruit\Adafruit_Python_CharLCD\Adafruit_CharLCD\Adafruit_CharLCD.py,Adafruit_CharLCD,3.0,Adafruit_CharLCD
404,404,"lcd,set_color","1.0 ; <class 'float'>, 0.0 ; <class 'float'>, 0.0 ; <class 'float'>",,D:\Testing\adafruit\Adafruit_Python_CharLCD\examples\char_lcd_plate.py,set_color,3, 0.0 ; <class 'float'>  0.0 ; <class 'float'> 1.0 ; <class 'float'>,lcd,set_color,"'self', 'red', 'green', 'blue'",D:\Testing\adafruit\Adafruit_Python_CharLCD\Adafruit_CharLCD\Adafruit_CharLCD.py,Adafruit_RGBCharLCD,4.0,Adafruit_CharLCD
411,411,"lcd,set_color","0.0 ; <class 'float'>, 1.0 ; <class 'float'>, 0.0 ; <class 'float'>",,D:\Testing\adafruit\Adafruit_Python_CharLCD\examples\char_lcd_plate.py,set_color,3, 0.0 ; <class 'float'>  1.0 ; <class 'float'> 0.0 ; <class 'float'>,lcd,set_color,"'self', 'red', 'green', 'blue'",D:\Testing\adafruit\Adafruit_Python_CharLCD\Adafruit_CharLCD\Adafruit_CharLCD.py,Adafruit_RGBCharLCD,4.0,Adafruit_CharLCD
418,418,"lcd,set_color","0.0 ; <class 'float'>, 0.0 ; <class 'float'>, 1.0 ; <class 'float'>",,D:\Testing\adafruit\Adafruit_Python_CharLCD\examples\char_lcd_plate.py,set_color,3, 1.0 ; <class 'float'>  0.0 ; <class 'float'> 0.0 ; <class 'float'>,lcd,set_color,"'self', 'red', 'green', 'blue'",D:\Testing\adafruit\Adafruit_Python_CharLCD\Adafruit_CharLCD\Adafruit_CharLCD.py,Adafruit_RGBCharLCD,4.0,Adafruit_CharLCD
425,425,"lcd,set_color","1.0 ; <class 'float'>, 1.0 ; <class 'float'>, 0.0 ; <class 'float'>",,D:\Testing\adafruit\Adafruit_Python_CharLCD\examples\char_lcd_plate.py,set_color,3, 0.0 ; <class 'float'>  1.0 ; <class 'float'> 1.0 ; <class 'float'>,lcd,set_color,"'self', 'red', 'green', 'blue'",D:\Testing\adafruit\Adafruit_Python_CharLCD\Adafruit_CharLCD\Adafruit_CharLCD.py,Adafruit_RGBCharLCD,4.0,Adafruit_CharLCD
432,432,"lcd,set_color","0.0 ; <class 'float'>, 1.0 ; <class 'float'>, 1.0 ; <class 'float'>",,D:\Testing\adafruit\Adafruit_Python_CharLCD\examples\char_lcd_plate.py,set_color,3, 1.0 ; <class 'float'>  1.0 ; <class 'float'> 0.0 ; <class 'float'>,lcd,set_color,"'self', 'red', 'green', 'blue'",D:\Testing\adafruit\Adafruit_Python_CharLCD\Adafruit_CharLCD\Adafruit_CharLCD.py,Adafruit_RGBCharLCD,4.0,Adafruit_CharLCD
