,index,M_Call_Name,M_Call_Arg,Receiver_var,File_Name_x,MethodName,M_Call_Arg_len,Swap_arg_listing,MethodClass,M_D_Name,M_D_Arg,File_Name_y,Class_name,M_D_Arg_len,File_Name_without_extension
439,439,"lcd,set_color","1.0 ; <class 'float'>, 0.0 ; <class 'float'>, 1.0 ; <class 'float'>",,D:\Testing\adafruit\Adafruit_Python_CharLCD\examples\char_lcd_plate.py,set_color,3, 1.0 ; <class 'float'>  0.0 ; <class 'float'> 1.0 ; <class 'float'>,lcd,set_color,"'self', 'red', 'green', 'blue'",D:\Testing\adafruit\Adafruit_Python_CharLCD\Adafruit_CharLCD\Adafruit_CharLCD.py,Adafruit_RGBCharLCD,4.0,Adafruit_CharLCD
446,446,"lcd,set_color","1.0 ; <class 'float'>, 1.0 ; <class 'float'>, 1.0 ; <class 'float'>",,D:\Testing\adafruit\Adafruit_Python_CharLCD\examples\char_lcd_plate.py,set_color,3, 1.0 ; <class 'float'>  1.0 ; <class 'float'> 1.0 ; <class 'float'>,lcd,set_color,"'self', 'red', 'green', 'blue'",D:\Testing\adafruit\Adafruit_Python_CharLCD\Adafruit_CharLCD\Adafruit_CharLCD.py,Adafruit_RGBCharLCD,4.0,Adafruit_CharLCD
462,462,collapse_spaces,"
        CONCAT_WS(
            ',',
            IF(
                (@tmp_f:=%s) > '',
                @tmp_f,
                NULL
            ),
            %s
        )
     ;<class 'str'>",sql_expression,D:\Testing\adamchainz\django-mysql\django_mysql\models\expressions.py,collapse_spaces,6,"
            %s
        )
     ;<class 'str'> 
                NULL
            ) 
                @tmp_f 
            IF(
                (@tmp_f:=%s) > '' ' 
        CONCAT_WS(
            '",,,,,,,
463,463,collapse_spaces,"
        CONCAT_WS(
            ',',
            %s,
            IF(
                (@tmp_f:=%s) > '',
                @tmp_f,
                NULL
            )
        )
     ;<class 'str'>",sql_expression,D:\Testing\adamchainz\django-mysql\django_mysql\models\expressions.py,collapse_spaces,6,"
                NULL
            )
        )
     ;<class 'str'> 
                @tmp_f 
            IF(
                (@tmp_f:=%s) > '' 
            %s ' 
        CONCAT_WS(
            '",,,,,,,
464,464,collapse_spaces,"
        SUBSTRING(
            @tmp_f:=%s,
            1,
            IF(
                LOCATE(',', @tmp_f),
                (
                    CHAR_LENGTH(@tmp_f) -
                    CHAR_LENGTH(SUBSTRING_INDEX(@tmp_f, ',', -1)) -
                    1
                ),
                0
            )
        )
     ;<class 'str'>",sql_expression,D:\Testing\adamchainz\django-mysql\django_mysql\models\expressions.py,collapse_spaces,10,"
                0
            )
        )
     ;<class 'str'>  -1)) -
                    1
                ) '  ' 
                (
                    CHAR_LENGTH(@tmp_f) -
                    CHAR_LENGTH(SUBSTRING_INDEX(@tmp_f  @tmp_f) ' 
            IF(
                LOCATE(' 
            1 
        SUBSTRING(
            @tmp_f:=%s",,,,,,,
465,465,collapse_spaces,"
        IF(
            (@tmp_c:=LOCATE(',', @tmp_f:=%s)) > 0,
            SUBSTRING(@tmp_f, @tmp_c + 1),
            ''
        )
     ;<class 'str'>",sql_expression,D:\Testing\adamchainz\django-mysql\django_mysql\models\expressions.py,collapse_spaces,6,"
            ''
        )
     ;<class 'str'>  @tmp_c + 1) 
            SUBSTRING(@tmp_f  @tmp_f:=%s)) > 0 ' 
        IF(
            (@tmp_c:=LOCATE('",,,,,,,
466,466,collapse_spaces,"
        IF(
            FIND_IN_SET(@tmp_val:=%s, @tmp_f:=%s),
            @tmp_f,
            CONCAT_WS(
                ',',
                IF(CHAR_LENGTH(@tmp_f), @tmp_f, NULL),
                @tmp_val
            )
        )
     ;<class 'str'>",sql_expression,D:\Testing\adamchainz\django-mysql\django_mysql\models\expressions.py,collapse_spaces,9,"
                @tmp_val
            )
        )
     ;<class 'str'>  NULL)  @tmp_f 
                IF(CHAR_LENGTH(@tmp_f) ' 
            CONCAT_WS(
                ' 
            @tmp_f  @tmp_f:=%s) 
        IF(
            FIND_IN_SET(@tmp_val:=%s",,,,,,,
467,467,collapse_spaces,"
        IF(
            @tmp_pos:=FIND_IN_SET(%s, @tmp_f:=%s),
            CONCAT_WS(
                ',',
                LEAST(
                    @tmp_len:=(
                        CHAR_LENGTH(@tmp_f) -
                        CHAR_LENGTH(REPLACE(@tmp_f, ',', '')) +
                        IF(CHAR_LENGTH(@tmp_f), 1, 0)
                    ),
                    NULL
                ),
                CASE WHEN
                    (@tmp_before:=SUBSTRING_INDEX(@tmp_f, ',', @tmp_pos - 1))
                    = ''
                    THEN NULL
                    ELSE @tmp_before
                END,
                CASE WHEN
                    (@tmp_after:=
                        SUBSTRING_INDEX(@tmp_f, ',', - (@tmp_len - @tmp_pos)))
                    = ''
                    THEN NULL
                    ELSE @tmp_after
                END
            ),
            @tmp_f
        )
     ;<class 'str'>",sql_expression,D:\Testing\adamchainz\django-mysql\django_mysql\models\expressions.py,collapse_spaces,20,"
            @tmp_f
        )
     ;<class 'str'>  - (@tmp_len - @tmp_pos)))
                    = ''
                    THEN NULL
                    ELSE @tmp_after
                END
            ) '  ' 
                CASE WHEN
                    (@tmp_after:=
                        SUBSTRING_INDEX(@tmp_f  @tmp_pos - 1))
                    = ''
                    THEN NULL
                    ELSE @tmp_before
                END '  ' 
                CASE WHEN
                    (@tmp_before:=SUBSTRING_INDEX(@tmp_f 
                    NULL
                )  0)
                    )  1  '')) +
                        IF(CHAR_LENGTH(@tmp_f) '  ' 
                LEAST(
                    @tmp_len:=(
                        CHAR_LENGTH(@tmp_f) -
                        CHAR_LENGTH(REPLACE(@tmp_f ' 
            CONCAT_WS(
                '  @tmp_f:=%s) 
        IF(
            @tmp_pos:=FIND_IN_SET(%s",,,,,,,
468,468,dedent,"        CREATE TABLE `{table_name}` (
            cache_key varchar(255) CHARACTER SET utf8 COLLATE utf8_bin
                                   NOT NULL PRIMARY KEY,
            value longblob NOT NULL,
            value_type char(1) CHARACTER SET latin1 COLLATE latin1_bin
                               NOT NULL DEFAULT 'p',
            expires BIGINT UNSIGNED NOT NULL
        );
     ;<class 'str'>",create_table_sql,D:\Testing\adamchainz\django-mysql\django_mysql\cache.py,dedent,4,"
            expires BIGINT UNSIGNED NOT NULL
        );
     ;<class 'str'> 
            value_type char(1) CHARACTER SET latin1 COLLATE latin1_bin
                               NOT NULL DEFAULT 'p' 
            value longblob NOT NULL         CREATE TABLE `{table_name}` (
            cache_key varchar(255) CHARACTER SET utf8 COLLATE utf8_bin
                                   NOT NULL PRIMARY KEY",,,,,,,
469,469,collapse_spaces,"
        SELECT value, value_type
        FROM {table}
        WHERE cache_key = %s AND
              expires >= %s
     ;<class 'str'>",_get_query,D:\Testing\adamchainz\django-mysql\django_mysql\cache.py,collapse_spaces,2," value_type
        FROM {table}
        WHERE cache_key = %s AND
              expires >= %s
     ;<class 'str'> 
        SELECT value",,,,,,,
470,470,collapse_spaces,"
        SELECT cache_key, value, value_type
        FROM {table}
        WHERE cache_key IN %s AND
              expires >= %s
     ;<class 'str'>",_get_many_query,D:\Testing\adamchainz\django-mysql\django_mysql\cache.py,collapse_spaces,3," value_type
        FROM {table}
        WHERE cache_key IN %s AND
              expires >= %s
     ;<class 'str'>  value 
        SELECT cache_key",,,,,,,
471,471,collapse_spaces,"
        INSERT INTO {table} (cache_key, value, value_type, expires)
        VALUES {{VALUES_CLAUSE}}
        ON DUPLICATE KEY UPDATE
            value=VALUES(value),
            value_type=VALUES(value_type),
            expires=VALUES(expires)
     ;<class 'str'>",_set_many_query,D:\Testing\adamchainz\django-mysql\django_mysql\cache.py,collapse_spaces,6,"
            expires=VALUES(expires)
     ;<class 'str'> 
            value_type=VALUES(value_type)  expires)
        VALUES {{VALUES_CLAUSE}}
        ON DUPLICATE KEY UPDATE
            value=VALUES(value)  value_type  value 
        INSERT INTO {table} (cache_key",,,,,,,
472,472,collapse_spaces,"
        INSERT INTO {table} (cache_key, value, value_type, expires)
        VALUES (%s, %s, %s, %s)
        ON DUPLICATE KEY UPDATE
            value=IF(expires > @tmp_now:=%s, value, VALUES(value)),
            value_type=IF(expires > @tmp_now, value_type, VALUES(value_type)),
            expires=IF(
                expires > @tmp_now,
                IFNULL(
                    LEAST(LAST_INSERT_ID(444), NULL),
                    expires
                ),
                VALUES(expires)
            )
     ;<class 'str'>",_add_query,D:\Testing\adamchainz\django-mysql\django_mysql\cache.py,collapse_spaces,17,"
                VALUES(expires)
            )
     ;<class 'str'> 
                    expires
                )  NULL) 
                IFNULL(
                    LEAST(LAST_INSERT_ID(444) 
            expires=IF(
                expires > @tmp_now  VALUES(value_type))  value_type 
            value_type=IF(expires > @tmp_now  VALUES(value))  value  %s)
        ON DUPLICATE KEY UPDATE
            value=IF(expires > @tmp_now:=%s  %s  %s  expires)
        VALUES (%s  value_type  value 
        INSERT INTO {table} (cache_key",,,,,,,
479,479,skipUnless,"<ast.Name object at 0x000001703F1CE220> ; <class 'ast.Name'>, Python 2 only ; <class 'str'>",requiresPython2,D:\Testing\adamchainz\django-mysql\tests\testapp\utils.py,skipUnless,2, Python 2 only ; <class 'str'> <ast.Name object at 0x000001703F1CE220> ; <class 'ast.Name'>,,,,,,,
490,490,"admin,site,register","Zipcode ; <class 'str'>, ZipcodeAdmin ; <class 'str'>",,D:\Testing\adamfast\geodjango-tigerline\tigerline\admin.py,register,2, ZipcodeAdmin ; <class 'str'> Zipcode ; <class 'str'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
491,491,"admin,site,register","State ; <class 'str'>, StateAdmin ; <class 'str'>",,D:\Testing\adamfast\geodjango-tigerline\tigerline\admin.py,register,2, StateAdmin ; <class 'str'> State ; <class 'str'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
492,492,"admin,site,register","County ; <class 'str'>, CountyAdmin ; <class 'str'>",,D:\Testing\adamfast\geodjango-tigerline\tigerline\admin.py,register,2, CountyAdmin ; <class 'str'> County ; <class 'str'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
552,552,"sys,path,insert","1 ; <class 'int'>, ../ ; <class 'str'>",,D:\Testing\adampresley\bottlepy-bootstrap\tests\TestExampleService.py,insert,2, ../ ; <class 'str'> 1 ; <class 'int'>,sys,,,,,,
557,557,"admin,site,register","Customer ; <class 'str'>, CustomerAdmin ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\example\customer\admin.py,register,2, CustomerAdmin ; <class 'str'> Customer ; <class 'str'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
558,558,"admin,site,register","CustomerGroup ; <class 'str'>, CustomerGroupAdmin ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\example\customer\admin.py,register,2, CustomerGroupAdmin ; <class 'str'> CustomerGroup ; <class 'str'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
559,559,"admin,site,register","Discount ; <class 'str'>, DiscountParentAdmin ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\example\discount\admin.py,register,2, DiscountParentAdmin ; <class 'str'> Discount ; <class 'str'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
560,560,"os,environ,setdefault","DJANGO_SETTINGS_MODULE ; <class 'str'>, example.settings ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\example\example\celery.py,setdefault,2, example.settings ; <class 'str'> DJANGO_SETTINGS_MODULE ; <class 'str'>,os,,,,,,
561,561,"admin,site,register","MailMessage ; <class 'str'>, MailMessageAdmin ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\example\mailing\admin.py,register,2, MailMessageAdmin ; <class 'str'> MailMessage ; <class 'str'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
564,564,"admin,site,register","Tax ; <class 'str'>, TaxParentAdmin ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\example\tax\admin.py,register,2, TaxParentAdmin ; <class 'str'> Tax ; <class 'str'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
565,565,"admin,site,register","TaxRule ; <class 'str'>, TaxRuleAdmin ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\example\tax\admin.py,register,2, TaxRuleAdmin ; <class 'str'> TaxRule ; <class 'str'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
566,566,"admin,site,register","ProductTaxClass ; <class 'str'>, ProductTaxClassAdmin ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\example\tax\admin.py,register,2, ProductTaxClassAdmin ; <class 'str'> ProductTaxClass ; <class 'str'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
567,567,"admin,site,register","Variation ; <class 'str'>, VariationAdmin ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\example\variation\admin.py,register,2, VariationAdmin ; <class 'str'> Variation ; <class 'str'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
582,582,Options,", as ;<class 'str'>, ",options,D:\Testing\adaptivdesign\django-sellmo\sellmo\apps\pricing\templatetags\sellmo_pricing.py,Options,3, as ;<class 'str'> ,,,,,,,
584,584,"indexing,indexer,register_index","product ; <class 'str'>, ProductIndex ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\sellmo\apps\product\configure.py,register_index,2, ProductIndex ; <class 'str'> product ; <class 'str'>,indexing,,,,,,
590,590,property,"get_value ; <class 'str'>, set_value ; <class 'str'>",value,D:\Testing\adaptivdesign\django-sellmo\sellmo\contrib\attribute\internal\models.py,property,2,"get_value ; <class 'str'>, set_value ; <class 'str'>",,,,,,,
593,593,property,"get_value ; <class 'str'>, set_value ; <class 'str'>",value,D:\Testing\adaptivdesign\django-sellmo\sellmo\contrib\attribute\internal\models.py,property,2,"get_value ; <class 'str'>, set_value ; <class 'str'>",,,,,,,
628,628,"settings_manager,add_setting","allow_backorders ; <class 'str'>, , group ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\sellmo\contrib\availability\configure.py,add_setting,3, group ; <class 'str'>   allow_backorders ; <class 'str'>,settings_manager,,,,,,
629,629,"settings_manager,add_inline_setting","availability ; <class 'str'>, StoreAvailability ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\sellmo\contrib\availability\configure.py,add_inline_setting,2, StoreAvailability ; <class 'str'> availability ; <class 'str'>,settings_manager,,,,,,
662,662,"mailer,register_writer","order_confirmation ; <class 'str'>, OrderConfirmationMailWriter ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\sellmo\contrib\checkout\mailing\configure.py,register_writer,2, OrderConfirmationMailWriter ; <class 'str'> order_confirmation ; <class 'str'>,mailer,,,,,,
663,663,"mailer,register_writer","order_notification ; <class 'str'>, OrderNotificationMailWriter ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\sellmo\contrib\checkout\mailing\configure.py,register_writer,2, OrderNotificationMailWriter ; <class 'str'> order_notification ; <class 'str'>,mailer,,,,,,
664,664,"mailer,register_writer","shipping_notification ; <class 'str'>, ShippingNotificationMailWriter ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\sellmo\contrib\checkout\mailing\configure.py,register_writer,2, ShippingNotificationMailWriter ; <class 'str'> shipping_notification ; <class 'str'>,mailer,,,,,,
700,700,"settings_manager,add_setting","send_order_mails ; <class 'str'>, , group ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\sellmo\contrib\checkout\mailing\configure.py,add_setting,3, group ; <class 'str'>   send_order_mails ; <class 'str'>,settings_manager,,,,,,
701,701,"reporter,register_writer","order_confirmation ; <class 'str'>, OrderConfirmationReportWriter ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\sellmo\contrib\checkout\reporting\configure.py,register_writer,2, OrderConfirmationReportWriter ; <class 'str'> order_confirmation ; <class 'str'>,reporter,,,,,,
702,702,"reporter,register_writer","invoice ; <class 'str'>, InvoiceReportWriter ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\sellmo\contrib\checkout\reporting\configure.py,register_writer,2, InvoiceReportWriter ; <class 'str'> invoice ; <class 'str'>,reporter,,,,,,
717,717,"admin,site,register","<ast.Attribute object at 0x000001703F0FB400> ; <class 'ast.Attribute'>, SupplierAdmin ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\skeleton\availability\admin.py,register,2, SupplierAdmin ; <class 'str'> <ast.Attribute object at 0x000001703F0FB400> ; <class 'ast.Attribute'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
719,719,Options,", as ;<class 'str'>, ",options,D:\Testing\adaptivdesign\django-sellmo\skeleton\brand\templatetags\brand.py,Options,3, as ;<class 'str'> ,,,,,,,
721,721,"admin,site,register","<ast.Attribute object at 0x000001703F1C0B80> ; <class 'ast.Attribute'>, BrandAdmin ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\skeleton\brand\admin.py,register,2, BrandAdmin ; <class 'str'> <ast.Attribute object at 0x000001703F1C0B80> ; <class 'ast.Attribute'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
722,722,"admin,site,register","<ast.Attribute object at 0x000001703F270A60> ; <class 'ast.Attribute'>, CartAdmin ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\skeleton\cart\admin.py,register,2, CartAdmin ; <class 'str'> <ast.Attribute object at 0x000001703F270A60> ; <class 'ast.Attribute'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
724,724,"modules,settings,add_setting","checkout_accept_terms_page ; <class 'str'>, , group ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\skeleton\checkout\configure.py,add_setting,3, group ; <class 'str'>   checkout_accept_terms_page ; <class 'str'>,modules,,,,,,
725,725,"admin,site,register","<ast.Attribute object at 0x000001703F191580> ; <class 'ast.Attribute'>, ColorAdmin ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\skeleton\color\admin.py,register,2, ColorAdmin ; <class 'str'> <ast.Attribute object at 0x000001703F191580> ; <class 'ast.Attribute'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
726,726,"admin,site,register","<ast.Attribute object at 0x000001703F151E50> ; <class 'ast.Attribute'>, CustomerAdmin ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\skeleton\customer\admin.py,register,2, CustomerAdmin ; <class 'str'> <ast.Attribute object at 0x000001703F151E50> ; <class 'ast.Attribute'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
727,727,"admin,site,register","<ast.Attribute object at 0x000001703F151220> ; <class 'ast.Attribute'>, CustomerGroupAdmin ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\skeleton\customer\admin.py,register,2, CustomerGroupAdmin ; <class 'str'> <ast.Attribute object at 0x000001703F151220> ; <class 'ast.Attribute'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
728,728,"admin,site,register","NavigationItem ; <class 'str'>, NavigationItemAdmin ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\skeleton\extras\navigation\admin.py,register,2, NavigationItemAdmin ; <class 'str'> NavigationItem ; <class 'str'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
729,729,getattr,"settings ; <class 'str'>, NAVIGATION_PLACEMENT_CHOICES ; <class 'str'>, List_value ; List",PLACEMENT_CHOICES,D:\Testing\adaptivdesign\django-sellmo\skeleton\extras\navigation\constants.py,getattr,3, List_value ; List  NAVIGATION_PLACEMENT_CHOICES ; <class 'str'> settings ; <class 'str'>,,,,,,,
730,730,getattr,"settings ; <class 'str'>, NAVIGATION_MAX_EXPIRE_TIME ; <class 'str'>, ",MAX_EXPIRE_TIME,D:\Testing\adaptivdesign\django-sellmo\skeleton\extras\navigation\constants.py,getattr,3, NAVIGATION_MAX_EXPIRE_TIME ; <class 'str'> settings ; <class 'str'>,,,,,,,
763,763,"admin,site,register","<ast.Attribute object at 0x000001703F14F760> ; <class 'ast.Attribute'>, SettingsAdmin ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\skeleton\settings\admin.py,register,2, SettingsAdmin ; <class 'str'> <ast.Attribute object at 0x000001703F14F760> ; <class 'ast.Attribute'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
764,764,"admin,site,register","<ast.Attribute object at 0x000001703F2DA190> ; <class 'ast.Attribute'>, ShippingMethodParentAdmin ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\skeleton\shipping\admin.py,register,2, ShippingMethodParentAdmin ; <class 'str'> <ast.Attribute object at 0x000001703F2DA190> ; <class 'ast.Attribute'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
765,765,"admin,site,register","<ast.Attribute object at 0x000001703F0CC340> ; <class 'ast.Attribute'>, ShippingCarrierAdmin ; <class 'str'>",,D:\Testing\adaptivdesign\django-sellmo\skeleton\shipping\admin.py,register,2, ShippingCarrierAdmin ; <class 'str'> <ast.Attribute object at 0x000001703F0CC340> ; <class 'ast.Attribute'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
